Unnamed: 0,type_avion,age_avion,nombre_passagers,consommation_carburant
70,A320,2015.0,,0.6955711174625615
71,A320,2015.0,,0.6958902600128646
77,A319,,,0.717988425111917
78,A319,,,0.7713714407466262
81,A319,,,0.9166551804480664
82,A319,,,0.7540429924244868
83,A319,,,0.7413655511574677
84,A319,,,0.6469550229550814
85,A319,,,0.756088161214415
86,A319,,,0.9872781066143232
87,A319,,,0.7461014182795336
88,A319,,,0.7887886539737785
89,A320,,,0.8396900187705952
90,A320,,,0.6405813621754421
91,A319,,,0.7730976264848627
92,A319,,,0.7679834810646518
93,A319,2003.0,147.0,0.7389133784115108
94,E190,,,0.4558541346144912
97,E190,2011.0,,0.5133171044711883
98,E190,2011.0,,0.4713457054186802
101,A320,2010.0,180.0,0.8712800932301419
102,A320,2010.0,180.0,0.6642300556295723
103,B738,2006.0,189.0,0.6802692794785997
104,B738,2006.0,189.0,0.671355249748165
105,B738,2006.0,189.0,0.8548732049121985
106,B738,2006.0,189.0,0.7961114637169168
107,B738,2010.0,189.0,0.8633086310848193
108,B738,2010.0,189.0,0.811181012857511
111,B738,2018.0,189.0,1.0132449932299137
112,B738,2018.0,189.0,0.7611285241856789
113,A388,,,3.475801960624711
0,E190,2014.0,,0.5751388149439337
1,E190,2014.0,,0.6038942877101887
2,A319,2001.0,,0.5375326624932502
3,A319,2001.0,,0.6750595384449057
6,B738,2005.0,,0.7849412754647582
7,B738,2005.0,,0.8386097269877035
16,A319,,,0.8825484719707873
17,A319,,,0.7638109555854513
18,A319,,,0.7369501877300919
19,A319,,,0.7308734696886906
20,A319,,,0.6079250127378389
21,A319,,,0.7983682618262361
22,A319,,,0.7631866060092689
23,A319,,,0.7320806868644302
24,A321,,,0.8968019692346468
25,A321,,,0.9452735107114832
26,A319,2001.0,,0.7563676532186693
27,A319,2001.0,,0.7463079799292032
28,A319,2002.0,,0.8316479351840486
29,A319,2002.0,,0.7240923750764414
30,A321,,,0.7309403697073565
31,A321,1999.0,,0.8334809434346646
32,A321,2008.0,,0.8989764716544019
33,A321,2008.0,,0.863094860285372
34,A321,2008.0,,0.8991887923292354
35,A321,2008.0,,0.8779785629007893
36,A321,2008.0,,0.9626053880260864
37,A321,2008.0,,0.8893180810614121
38,A321,2008.0,200.0,0.8511123474769912
39,A321,2008.0,200.0,0.9346728144574072
45,E190,,,0.4724666038671676
46,E190,2009.0,,0.5194374202589433
47,E190,,,0.7025441935878555
48,E190,,,0.432222733807459
49,E190,,,0.4855811856128778
50,E190,,,0.6808084723329519
51,A320,2011.0,,0.6873099698066144
52,A320,2011.0,,0.655010588205566
53,A320,2011.0,,0.6781911072251006
54,A320,2011.0,,0.6989171225501503
55,A320,2011.0,,0.6900764576635012
56,A320,2017.0,,0.6770327188927736
59,B738,2016.0,,0.7692999734765567
60,B738,2016.0,,0.8237662908226947
61,A319,2013.0,,0.7778048307162403
62,A319,2013.0,,0.9656227534325892
63,A319,,,0.724703699345487
64,A319,1996.0,138.0,0.8383110601617254
65,A319,1996.0,138.0,0.6959733305154305
66,A320,2009.0,168.0,0.6446100659965821
67,A320,2002.0,2.0,0.718205065491543
68,A320,2002.0,2.0,0.7055318597909934
69,A320,2002.0,,0.7026637753743843
70,A320,2015.0,,0.6955711174625615
71,A320,2015.0,,0.6958902600128646
77,A319,,,0.717988425111917
78,A319,,,0.7713714407466262
81,A319,,,0.9166551804480664
82,A319,,,0.7540429924244868
83,A319,,,0.7413655511574677
84,A319,,,0.6469550229550814
85,A319,,,0.756088161214415
86,A319,,,0.9872781066143232
87,A319,,,0.7461014182795336
88,A319,,,0.7887886539737785
89,A320,,,0.8396900187705952
90,A320,,,0.6405813621754421
91,A319,,,0.7730976264848627
92,A319,,,0.7679834810646518
93,A319,2003.0,147.0,0.7389133784115108
94,E190,,,0.4558541346144912
97,E190,2011.0,,0.5133171044711883
98,E190,2011.0,,0.4713457054186802
101,A320,2010.0,180.0,0.8712800932301419
102,A320,2010.0,180.0,0.6642300556295723
103,B738,2006.0,189.0,0.6802692794785997
104,B738,2006.0,189.0,0.671355249748165
105,B738,2006.0,189.0,0.8548732049121985
106,B738,2006.0,189.0,0.7961114637169168
107,B738,2010.0,189.0,0.8633086310848193
108,B738,2010.0,189.0,0.811181012857511
111,B738,2018.0,189.0,1.0132449932299137
112,B738,2018.0,189.0,0.7611285241856789
113,A388,,,3.475801960624711
5,A319,,,0.8593194548788834
6,A319,,,0.9138873345233582
7,A319,,,0.7781100010305305
9,A320,2002.0,,0.7782017197665144
10,A320,2002.0,,0.7920677273958409
11,A320,2009.0,159.0,0.7474894724414745
12,A320,2009.0,159.0,0.7458917627492961
13,A321,1995.0,,0.8555151090587901
14,A321,,,0.9078820488090004
15,A321,,,0.8301766684387577
16,A321,1995.0,,0.8472948137794695
17,A319,1999.0,138.0,0.7040209095395402
18,A319,2000.0,,0.8877419210017887
19,A319,2000.0,,0.7471762450690849
20,A319,2000.0,,0.7406788411507993
21,A319,2001.0,,0.53972968517209
22,A319,2003.0,,0.726926153757845
23,A321,2008.0,,0.7171607017699344
24,A321,2008.0,,0.7119675846156815
25,A321,2009.0,,1.189349266426264
26,A321,2009.0,,0.9125861743958416
27,A321,2009.0,,0.6963072816871417
33,A320,2011.0,,0.7745962961008057
34,A320,2011.0,,0.714029962215247
35,A320,2011.0,,0.6696626988266828
36,A320,2011.0,,0.721904456645772
37,A320,2011.0,,0.7229626113967014
38,A320,2010.0,165.0,0.5804204033843359
42,A319,2013.0,,0.7325025055771317
43,A319,2013.0,,1.054058856332909
44,A319,1997.0,138.0,0.7394185795924713
46,B752,1995.0,,1.085491656665721
49,A319,2006.0,156.0,0.755833682561737
50,A319,2006.0,156.0,0.7349890737564582
51,A319,,,0.9737531281976246
52,A319,,,0.8390651881472485
53,A319,2008.0,156.0,0.6432518882820711
54,A319,2008.0,156.0,0.8337565899833767
55,A319,2008.0,156.0,0.7446957406059064
58,E190,,,0.4945072133308082
59,E190,2012.0,106.0,0.5742765575599256
60,E190,2012.0,106.0,0.5870335699883056
63,B738,2006.0,,0.7381201563641181
64,B738,2006.0,,0.936157304541274
0,E190,2014.0,,0.5396538344679039
1,E190,2014.0,,0.6235206002954717
2,B738,2000.0,,0.8797003015673557
3,B738,2000.0,,0.9628713589629548
11,A319,,,0.8247977343711778
12,A319,,,0.712832991679242
13,A319,,,0.6648088993328277
14,A319,,,0.6575984260103637
15,A319,,,0.8101292438807278
16,A319,,,0.7880077664048731
17,A319,,,0.9451042897314882
18,A319,,,0.7923395574049463
24,A320,2001.0,,0.8486739041005957
25,A320,2002.0,,0.7186719598804101
26,A320,2002.0,,0.7558853359208267
27,A320,2002.0,,0.6787882311734764
28,A320,2002.0,,0.6919954063344378
29,A320,2002.0,,0.6657447965203217
30,A320,2002.0,,0.7110540302682055
31,A320,2002.0,,0.6755491215228013
32,A321,1995.0,,0.8572505355577911
33,A321,1995.0,,0.8323624457360916
34,A321,1995.0,,0.8572280202678374
35,A321,1995.0,,0.927763486408244
36,A321,1995.0,,0.8202395096930176
37,A321,1995.0,,0.8105889541766856
38,A321,,,0.8510115001383307
39,A321,,,0.8343419920658672
40,A321,,,0.8733240074047485
41,A321,,,0.8863729994787111
42,A321,,,0.8989386908458464
43,A321,,,0.933000516459808
44,A321,,,0.9263962158030647
45,A321,1995.0,,0.9235224789340576
46,A319,1999.0,138.0,0.7759334328528349
47,A319,2000.0,,0.7021375144714042
48,A319,2000.0,,0.7627149516517672
49,A319,2000.0,,0.6608870858013857
50,A319,2001.0,,0.8350109660355238
53,A321,2008.0,,0.857045900508517
54,A321,2008.0,,0.7387921029475287
55,A321,2008.0,,0.853473046630642
56,A321,2008.0,,0.9187090053919384
57,A321,2008.0,,0.7509693129972415
58,A321,2008.0,,0.913355556793492
70,A320,2011.0,,0.6757126862670176
71,A320,2011.0,,0.6949568654776135
72,A320,2011.0,,0.8670117453604227
73,A320,2011.0,,0.6914673014033045
74,A320,2011.0,,0.8937941740210379
75,A320,2011.0,,0.9263671149000524
76,A320,2011.0,,0.6672972699509206
77,A320,2011.0,,0.6691159434243926
78,A320,2011.0,,0.6574500355470314
79,A320,2011.0,,0.697549689266275
80,A320,2010.0,,0.7459438504558498
81,A320,2010.0,,0.6918874712813184
82,A320,2010.0,165.0,0.7062159496400615
83,A320,2010.0,165.0,0.6383523680112037
84,A320,2010.0,165.0,0.696343227626274
95,A321,,,0.7431478263013493
96,A319,,,0.7969307853614837
97,A319,,,0.5876044143324759
98,A319,,,0.9708013102170014
99,A319,,,0.7767536501648483
100,A319,2012.0,138.0,0.7732855780117066
101,A319,,,0.7531656285481299
102,A319,,,0.977425324845978
103,A319,1997.0,138.0,0.9861334361512526
105,A320,2019.0,180.0,0.6149174691051352
106,B752,1998.0,178.0,1.31364142538249
107,B752,1998.0,178.0,1.3784446529621683
111,A320,2002.0,,0.6794358468406065
112,A319,2007.0,156.0,0.8555046717847079
113,A319,2007.0,156.0,0.7259419600932165
114,A320,2013.0,162.0,0.6846412478735745
115,A320,2013.0,162.0,0.7111740769642251
116,A320,,,0.7850872484737383
117,A320,,,0.682387732586609
118,A319,,,0.8843010361556294
119,A319,,,0.6763827043811858
120,A320,,,0.6048349337046609
121,A320,,,0.556237854600708
124,A319,,,0.5912265282764834
125,A319,,,0.7226170625092305
126,A319,,,0.910769733087202
127,A319,,,0.6089169722942381
128,A319,,,0.7460967191810821
129,A319,,,0.8253774667722371
130,A319,2004.0,156.0,0.7653204440925736
131,A319,2004.0,156.0,0.6830482173264559
132,A319,2004.0,156.0,0.7104419883978459
133,E190,,,0.5925968802455752
134,E190,,,0.5151899510224912
135,E190,,,0.4663962629270511
138,E190,2011.0,,0.5728794509399419
141,B738,2004.0,189.0,0.780844374433837
142,B738,2004.0,189.0,0.9458826710952832
143,B738,2007.0,189.0,0.9814692294639988
144,B738,2007.0,189.0,0.752562308987591
145,B738,2010.0,189.0,0.9095160521531293
146,B738,2010.0,189.0,0.7724569964568118
149,B738,2018.0,189.0,1.0571085247100602
150,B738,2018.0,189.0,0.836125018769869
0,A319,,,0.7626754436853984
1,E190,2011.0,106.0,0.5271023840992279
0,B738,2002.0,,0.6666240997108381
1,B738,2002.0,,0.9589824335764872
3,B738,2001.0,,0.7861078029703622
4,B738,2001.0,,0.8885238463955576
11,A319,,,0.8449027369878002
12,A319,,,0.8594260931818719
13,A320,2002.0,,0.7740934694687194
14,A321,,,0.9082429459652306
15,A321,,,1.588482677349973
16,A319,2000.0,,0.7565449199941378
17,A319,2000.0,,0.7676442102068304
18,A319,2001.0,,0.6824548810684762
19,A321,2008.0,,0.8578122142414982
20,A321,2008.0,,0.9415739738171436
21,A321,2008.0,,0.8551028997453335
22,A321,2011.0,200.0,0.909507841864135
23,A321,2011.0,200.0,0.9853566518531044
24,A321,2011.0,200.0,0.9252248196655096
26,B738,2014.0,186.0,0.8694065360161524
27,B738,2014.0,186.0,0.6819320694944129
28,E190,2007.0,,0.4433352632146549
29,E190,2007.0,,0.4317376898268227
30,E190,2007.0,,0.7242545711547688
31,E190,2007.0,,0.5219041418295122
32,E190,2007.0,,0.3598373946350567
33,A320,2010.0,,0.6339047643537354
34,A320,2010.0,,0.7119965417794988
35,A320,2011.0,,0.7054480039673269
36,A320,2013.0,,0.6668515785088903
37,A320,2013.0,,0.5768295708220047
38,A320,2013.0,,0.7250508709017089
40,A319,2008.0,,0.8559079713909834
41,A319,2008.0,,1.013876287929551
42,A319,1997.0,138.0,0.7953099095721162
43,A319,1997.0,138.0,0.7461243115636995
44,A319,1998.0,138.0,0.9611532826923044
45,A319,1998.0,138.0,0.7544485705452483
46,A319,2000.0,126.0,0.8091069333425109
47,A319,2000.0,126.0,0.7547681881668779
48,A320,2002.0,2.0,0.5507488202673173
49,A320,2002.0,2.0,0.6189209094099012
50,A320,2002.0,2.0,0.9242860513155534
51,A319,2008.0,156.0,0.6829424610460414
52,A320,2015.0,,0.7337715119047254
53,A320,2015.0,,0.6899686847052605
54,A320,,,0.7459966082757111
55,A320,,,0.7910646857748298
56,A320,,,0.5415761225960726
57,A320,,,0.6869400187593919
58,A320,,,1.0394245133136493
59,A319,,,0.8207467743713037
60,A319,,,0.9079804990182928
61,A319,,,0.8108952165812606
62,A319,,,0.804236462488882
63,A319,,,0.6160487092875045
64,A319,,,0.7578210991429611
65,A319,,,0.4888699252417448
66,A319,,,0.7351893496886982
67,A319,2004.0,156.0,0.5453670178733409
68,A319,2004.0,156.0,0.7995525921629054
72,B738,2005.0,,0.9715711144909004
73,B738,2005.0,,0.8069235975655267
74,B738,2007.0,189.0,1.098183035155513
75,B738,2009.0,189.0,0.7292304825208075
76,B738,,,1.0151010023659213
77,B738,,,0.7970277106178455
78,B738,,,0.7107590202824947
79,B738,,,0.6826413731024954
80,B738,,,0.8062367132058569
81,B738,,,0.9234036606798116
0,A320,2012.0,168.0,0.5151588800996527
7,A319,,,0.7780420320416288
8,A319,2000.0,,0.5893967118301455
9,A319,2000.0,,0.6781345765649116
10,A319,2000.0,,0.8393971667340251
11,A319,2000.0,,0.5525369851019283
12,A319,2001.0,,0.7255401385035064
13,A319,2001.0,,0.7905613137236424
14,A319,2001.0,,0.7258802642888883
15,A319,2001.0,,0.8452938236194396
18,A321,2008.0,,0.9131332249180304
19,A321,2008.0,,0.844727703071022
20,A321,2008.0,,0.9434897880651694
21,A321,2009.0,,0.9232359139767742
22,A321,2009.0,,0.8884746775765358
29,E190,2020.0,100.0,0.5664513040508862
30,E190,2020.0,100.0,0.6872017483448516
31,E190,2020.0,100.0,0.5584636678650962
32,E190,2020.0,100.0,0.5802803407074512
33,E190,2020.0,100.0,0.8142912652064133
34,A320,2011.0,,0.7133851174523658
35,A320,2011.0,,0.5304319004313934
36,A320,2011.0,,0.7170197113180725
37,A319,2008.0,,0.7504061414062329
38,A319,2008.0,,0.9488967145654282
39,A320,,,0.5857699221267598
40,A320,,,0.7514183445624244
41,A320,,,0.5446837658939683
44,E190,2011.0,106.0,0.5962463444569005
45,E190,2011.0,106.0,0.5766155763945215
46,B738,2006.0,,0.6735133158817206
47,B738,2006.0,,0.6603574801169988
2,A319,,,0.8897505300828282
3,A320,2002.0,,0.5848063021887898
4,A320,,,0.6705937506325111
5,A319,2000.0,,0.7971431248748319
6,A319,2000.0,,0.7752177843514391
7,A319,2000.0,,0.736957320880467
14,E190,2020.0,100.0,0.5107081475529308
15,A320,2012.0,,0.5488379215808937
16,A320,2012.0,,0.5718112139274456
19,A320,2010.0,168.0,0.6995236148480185
20,A320,2003.0,,0.7713754939489553
21,A320,,,0.6892921691344267
22,A320,,,0.7217891613430715
23,A320,2017.0,,0.7872002427221236
24,A320,2017.0,,0.675349979032585
25,A319,,,0.7041610697532982
26,A319,,,0.7387242342899255
27,E190,,,0.5072507615700826
28,E190,2011.0,,0.5833681390400682
29,B738,2008.0,189.0,0.6612730967755353
0,A320,,,0.7392661463610294
1,A320,,,0.6708824868547042
2,A320,,,0.727440919182064
3,A320,,,0.7841168423353915
4,B738,2001.0,,0.734348535755129
5,B738,2001.0,,0.7180929661276813
6,B738,2010.0,,0.7561621206759483
7,B738,2010.0,,1.0401722092474344
14,A319,,,0.9612881996429654
15,A319,,,0.7465373828805146
16,A319,,,0.9615627655538648
17,A319,,,0.7276017927913687
18,A319,,,0.7379999893732848
19,A319,,,0.9732767172650508
23,A320,2001.0,,0.7449480065659344
24,A320,,,0.6776727775209647
25,A321,1995.0,,0.8712018798174532
26,A321,1995.0,,0.8577750592623309
27,A321,1995.0,,0.8337455320160498
28,A321,1995.0,,0.8820043822679698
29,A321,1995.0,,0.8495780964467775
30,A321,1995.0,,0.8283573143041055
31,A321,1995.0,,0.8320388251612365
32,A321,1995.0,,0.8724072059823132
33,A321,1995.0,,0.8517806228661461
34,A321,1995.0,,0.8728792777087699
35,A321,1995.0,,0.8563477550575145
36,A319,2000.0,,0.7823764742892516
37,A319,2000.0,,0.768786134506375
38,A319,2000.0,,0.7130690249802778
39,A319,2000.0,,0.7383189070419012
40,A319,2000.0,,0.7718080055388488
41,A319,2001.0,,0.7511020620255849
42,A319,2001.0,,0.7125286193571986
43,A319,2001.0,,0.7223902704359365
49,A321,2008.0,,0.910477476611218
50,A321,2008.0,,0.8778094560707882
51,A321,2009.0,200.0,0.9655406738998136
52,A321,2009.0,200.0,0.7381848949127225
53,A321,2009.0,200.0,0.7255621790289168
54,A321,2009.0,200.0,0.9402605754578264
79,E190,,,0.5286942567846405
80,E190,,,0.7549687050471522
81,E190,,,0.4228967448797475
82,E190,,,0.5069365127406155
83,E190,,,0.6710630158136882
84,E190,2020.0,100.0,0.5650955644689138
85,E190,2020.0,100.0,0.7339437881243877
86,E190,2020.0,100.0,0.5408527964961989
87,A320,2011.0,,0.6601143349937233
88,A320,2011.0,,0.7190370804796673
89,A320,2011.0,,0.7034840432844123
90,A320,2011.0,,0.6825420514091726
91,A320,2011.0,,0.6595015522313374
92,A320,2011.0,,0.6884880196870854
